"sig.id"	"Immune.sig"	"UP.padj"	"UP.ES"	"UP.NES"	"tau"	"type"	"common_name"	"source"	"source_id"	"method"	"coef"	"consensus"	"MOA"	"Status"	"Target"	"DSS"
"sig_5899"	"Genes_UP"	0.0451612903225806	0.352330001910182	1.41817740304223	74.0626662472194	"D1"	"flutamide"	"LINCS"	"BRD-K28307902"	"LIMMA_t"	"trt"	1	"androgen receptor antagonist"	"Approved"	"AHR, AR"	0.538250636193702
"sig_3170"	"Genes_UP"	0.108877721943049	0.34229292891383	1.25880869639705	74.0617472145719	"D1"	"CGP-13501"	"LINCS"	"BRD-K95851186"	"LIMMA_t"	"trt"	1	"GABA receptor modulator"	"Experimental"	"GABBR1"	NA
"sig_20798"	"Genes_UP"	0.101313320825516	0.341825802948089	1.30058351991385	74.0545930438654	"D1"	"losartan"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"angiotensin receptor antagonist"	"Approved"	"AGTR1"	0.538052302616575
"sig_5751"	"Genes_UP"	0.0941619585687382	-0.345376506543431	-1.31426003223427	-73.9885338227396	"D1"	"bendroflumethiazide"	"LINCS"	"BRD-A80017228"	"LIMMA_t"	"trt"	1	"sodium/potassium/chloride transporter inhibitor"	"Approved"	"CA1, CA2, CA4, KCNMA1, SLC12A1, SLC12A3"	NA
"sig_6977"	"Genes_UP"	0.0142276422764228	0.399586484735699	1.55713418995667	73.9471402834539	"D1"	"AG-370"	"LINCS"	"BRD-K33204703"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_6825"	"Genes_UP"	0.1	0.33656753806996	1.30321656147693	73.9231319926216	"D1"	"gemfibrozil"	"LINCS"	"BRD-K11129031"	"LIMMA_t"	"trt"	1	"lipoprotein lipase activator"	"Approved"	"LPL, PPARA, SLCO1B1, SLCO1B3, SLCO2B1"	0.517197838259661
"sig_2408"	"Genes_UP"	0.0469798657718121	0.379820278036337	1.49135241291158	73.909688565526	"D1"	"quinpirole"	"LINCS"	"BRD-A85280935"	"LIMMA_t"	"trt"	0	"Unknown"	"Experimental"	NA	NA
"sig_20339"	"Genes_UP"	0.115009746588694	0.332953133631561	1.27266903756381	73.8971315876516	"D1"	"picrotoxin"	"LINCS"	"BRD-M47793593"	"LIMMA_t"	"trt"	0	"Unknown"	"Experimental"	NA	NA
"sig_12952"	"Genes_UP"	0.0525252525252525	0.375304647266071	1.44049794913147	73.8449238064366	"D1"	"BML-284"	"LINCS"	"BRD-K42624714"	"LIMMA_t"	"trt"	1	"WNT agonist"	"Experimental"	NA	0.632949972390715
"sig_3705"	"Genes_UP"	0.0809859154929577	0.354879123941711	1.35204053346684	73.8100149520192	"D1"	"FU-JMBII113B"	"LINCS"	"BRD-K61248029"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.525045020515406
"sig_3365"	"Genes_UP"	0.0111607142857143	0.435448790492951	1.68571068567337	73.7697274912645	"D1"	"huperzine-a"	"LINCS"	"BRD-A47065382"	"LIMMA_t"	"trt"	0	"acetylcholinesterase inhibitor"	"Experimental"	"ACHE"	0.615268490825134
"sig_254"	"Genes_UP"	0.0100200400801603	0.411163325231362	1.59308624808488	73.7295090042588	"D1"	"proxymetacaine"	"LINCS"	"BRD-K79116891"	"LIMMA_t"	"trt"	1	"sodium channel blocker"	"Approved"	"SCN10A, SCN5A"	NA
"sig_828"	"Genes_UP"	0.033175355450237	-0.364554671935197	-1.426173914595	-73.7191402330673	"D1"	"parthenolide"	"LINCS"	"BRD-K04949373"	"LIMMA_t"	"trt"	0	"NFkB pathway inhibitor"	"Experimental"	NA	0.633329263418495
"sig_6079"	"Genes_UP"	0.150519031141869	-0.329631636651153	-1.26051727011697	-73.671555628253	"D1"	"KU-C103853"	"LINCS"	"BRD-K65369159"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_3586"	"Genes_UP"	0.00344234079173838	0.435062164552528	1.64875366222524	73.6672002204119	"D1"	"cilastatin"	"LINCS"	"BRD-A90311807"	"LIMMA_t"	"trt"	0	"dehydropeptidase inhibitor"	"Approved"	"DPEP1"	NA
"sig_20847"	"Genes_UP"	0.00179533213644524	0.447373030018496	1.68633350489365	73.6491004616586	"D1"	"acitretin"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"retinoid receptor agonist"	"Approved"	"RARA, RARB, RARG, RBP1, RXRA, RXRB, RXRG, STAT3"	0.522189837039526
"sig_5663"	"Genes_UP"	0.0103092783505155	-0.441833036267981	-1.68750688899479	-73.5365478477827	"D1"	"melphalan"	"LINCS"	"BRD-A08200164"	"LIMMA_t"	"trt"	1	"DNA alkylating agent, DNA inhibitor"	"Approved"	NA	NA
"sig_1799"	"Genes_UP"	0.0351648351648352	-0.382709525535384	-1.51439471500886	-73.5045902970444	"D1"	"nicotinyl-alcohol-tartrate"	"LINCS"	"BRD-K76600340"	"LIMMA_t"	"trt"	1	"Unknown"	"Approved"	NA	NA
"sig_341"	"Genes_UP"	0.0769230769230769	-0.338279951289304	-1.3251082658243	-73.427124207755	"D1"	"erbstatin-analog"	"LINCS"	"BRD-K35573744"	"LIMMA_t"	"trt"	1	"EGFR inhibitor, tyrosine kinase inhibitor"	"Experimental"	"EGFR"	0.59795554123663
"sig_7565"	"Genes_UP"	0.0222575516693164	0.419671452874711	1.54796407765545	73.3984427659799	"D1"	"maackiain"	"LINCS"	"BRD-A95445494"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.510907957655732
"sig_19307"	"Genes_UP"	0.0158102766798419	0.39801282622959	1.52816085893962	73.3779722774721	"D1"	"norethisterone"	"LINCS"	"BRD-K92073408"	"LIMMA_t"	"trt"	0	"Unknown"	"Approved"	"PGR"	0.535324249707212
"sig_3503"	"Genes_UP"	0.0549242424242424	-0.355391099296551	-1.34014406463873	-73.3726637593338	"D1"	"L-368899"	"LINCS"	"BRD-A43930669"	"LIMMA_t"	"trt"	1	"oxytocin receptor antagonist"	"Experimental"	"AVPR1A, AVPR2, OXTR"	NA
"sig_4300"	"Genes_UP"	0.135188866799205	-0.334880101475608	-1.28864821587313	-73.3686985052702	"D1"	"dizocilpine"	"LINCS"	"BRD-K23163214"	"LIMMA_t"	"trt"	0	"glutamate receptor antagonist"	"Experimental"	NA	NA
"sig_3652"	"Genes_UP"	0.0941828254847645	-0.320928863746736	-1.29881998999671	-73.2124124589704	"D1"	"mocimycin"	"LINCS"	"BRD-A73605923"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.545937697169754
"sig_6076"	"Genes_UP"	0.110544217687075	0.336517661824205	1.29807052617854	73.1554740166166	"D1"	"progesterone"	"LINCS"	"BRD-K64994968"	"LIMMA_t"	"trt"	0	"progesterone receptor agonist"	"Approved"	"CATSPER1, CATSPER2, CATSPER3, CATSPER4, CYP17A1, ESR1, NR3C2, OPRK1, PGR, TRPC5"	NA
"sig_1393"	"Genes_UP"	0.140625	0.339608084273894	1.25320823054681	73.1150104941222	"D1"	"tangeritin"	"LINCS"	"BRD-K25186396"	"LIMMA_t"	"trt"	1	"cell cycle inhibitor"	"Experimental"	NA	NA
"sig_6813"	"Genes_UP"	0.048	0.353178979206152	1.4311351432375	73.1009027712833	"D1"	"H-9"	"LINCS"	"BRD-K09790412"	"LIMMA_t"	"trt"	0	"Unknown"	"Experimental"	NA	0.597499931504112
"sig_7505"	"Genes_UP"	0.0157790927021696	0.41977790071316	1.60635361528087	73.1005383861282	"D1"	"fluocinolone"	"LINCS"	"BRD-A77824596"	"LIMMA_t"	"trt"	0	"Unknown"	"Approved"	NA	0.628714265032751
"sig_2165"	"Genes_UP"	0.0807899461400359	0.341659037192262	1.33795124926348	73.0901634297094	"D1"	"KW-06"	"LINCS"	"BRD-A51696495"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_7339"	"Genes_UP"	0.0527522935779817	0.347104272635295	1.39350916994939	73.0653937353626	"D1"	"modafinil"	"LINCS"	"BRD-A16332958"	"LIMMA_t"	"trt"	1	"adrenergic receptor agonist"	"Approved"	"ADRA1B, SLC6A3"	NA
"sig_12"	"Genes_UP"	0.0200400801603206	-0.385819431389785	-1.51926609314741	-72.9936277376383	"D1"	"ethinyl-estradiol"	"LINCS"	"BRD-A43286952"	"LIMMA_t"	"trt"	0	"estrogen receptor agonist, estrogenic hormone"	"Approved"	"ESR1, ESR2, NR1I2"	NA
"sig_7519"	"Genes_UP"	0.0325732899022801	-0.40354198205097	-1.48172278356298	-72.9666948840646	"D1"	"atorvastatin"	"LINCS"	"BRD-A82307304"	"LIMMA_t"	"trt"	0	"HMGCR inhibitor"	"Approved"	"AHR, DPP4, HMGCR"	NA
"sig_1247"	"Genes_UP"	0.0894117647058824	-0.324659989974395	-1.29537559253122	-72.9035495944726	"D1"	"MDM2-inhibitor"	"LINCS"	"BRD-K84987553"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.592533254955154
"sig_3124"	"Genes_UP"	0.0506993006993007	0.387070492924925	1.45587592437212	72.9006803908514	"D1"	"loreclezole"	"LINCS"	"BRD-K28137194"	"LIMMA_t"	"trt"	1	"benzodiazepine receptor agonist"	"Experimental"	"GABRB2, GABRB3"	NA
"sig_2596"	"Genes_UP"	0.0398671096345515	0.370833579772451	1.40819973410274	72.8979676369243	"D1"	"skimmianine"	"LINCS"	"BRD-K25741894"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_2768"	"Genes_UP"	0.0226337448559671	0.382237849210636	1.48558517819576	72.8839243663727	"D1"	"fluphenazine"	"LINCS"	"BRD-K53987533"	"LIMMA_t"	"trt"	0	"dopamine receptor antagonist"	"Approved"	"CALM1, DRD1, DRD2, DRD5, HRH1, HTR2A, HTR6, HTR7"	0.622595655082046
"sig_5750"	"Genes_UP"	0.177606177606178	-0.316940703619646	-1.21209433228459	-72.8460089561898	"D1"	"bromocriptine"	"LINCS"	"BRD-A80151636"	"LIMMA_t"	"trt"	0	"dopamine receptor agonist"	"Approved"	"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR6, HTR7"	0.583515895346785
"sig_7462"	"Genes_UP"	0.050314465408805	0.347957977240042	1.3888973689282	72.8097019054707	"D1"	"ifosfamide"	"LINCS"	"BRD-A67097164"	"LIMMA_t"	"trt"	1	"DNA alkylating agent"	"Approved"	"CYP2A6, CYP2B6, CYP2C18, CYP2C19, CYP2C8, CYP2C9, CYP3A4, CYP3A5, CYP3A7, PTGS1"	NA
"sig_1398"	"Genes_UP"	0.113636363636364	0.345344940811861	1.29500237553365	72.7571729658576	"D1"	"testosterone"	"LINCS"	"BRD-A48720949"	"LIMMA_t"	"trt"	0	"androgen receptor agonist"	"Approved"	"AR"	0.53958488830335
"sig_20368"	"Genes_UP"	0.0364963503649635	0.372686955882502	1.47730808661943	72.7284720710371	"D1"	"vicriviroc"	"LINCS"	"BRD-M72442222"	"LIMMA_t"	"trt"	1	"CC chemokine receptor antagonist"	"Experimental"	"CCR5"	NA
"sig_7100"	"Genes_UP"	0.0104712041884817	0.403303684016763	1.59218642603118	72.7184983393033	"D1"	"tivozanib"	"LINCS"	"BRD-K53414658"	"LIMMA_t"	"trt"	1	"VEGFR inhibitor"	"Experimental"	"FLT1, FLT4, KDR, KIT, PDGFRA, PDGFRB"	0.556975059060066
"sig_2400"	"Genes_UP"	0.0602150537634409	0.344552835736496	1.36639269034587	72.6980711302453	"D1"	"ZG-10"	"LINCS"	"BRD-K61860715"	"LIMMA_t"	"trt"	0	"Unknown"	"Experimental"	NA	0.661011858496896
"sig_2785"	"Genes_UP"	0.0580524344569288	0.354120608762513	1.36673299338877	72.6212832319481	"D1"	"NBI-27914"	"LINCS"	"BRD-K61177364"	"LIMMA_t"	"trt"	1	"corticosteroid releasing factor receptor antagonist"	"Experimental"	"CRHR1"	NA
"sig_2244"	"Genes_UP"	0.105154639175258	-0.334126405511318	-1.28338299382072	-72.5409374488326	"D1"	"RTI-55"	"LINCS"	"BRD-A25037258"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_1303"	"Genes_UP"	0.00205338809034908	0.428965566857132	1.68883822092759	72.5382208733958	"D1"	"phenylbutyrate"	"LINCS"	"BRD-K67102207"	"LIMMA_t"	"trt"	1	"HDAC inhibitor"	"Approved"	"HDAC1"	NA
"sig_3271"	"Genes_UP"	0.0207852193995381	0.393257259243396	1.57453347611824	72.4887050200042	"D1"	"rutin"	"LINCS"	"BRD-A34907681"	"LIMMA_t"	"trt"	0	"antioxidant, capillary stabilizing agent, nitric oxide scavenger"	"Approved"	"AKR1C3"	NA
"sig_74"	"Genes_UP"	0.189243027888446	-0.308738994298746	-1.20633507854456	-72.4307640913834	"D1"	"LY-341495"	"LINCS"	"BRD-K69763916"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_6790"	"Genes_UP"	0.0275689223057644	0.359307779099402	1.45663043762256	72.4048015460389	"D1"	"XMD-1499"	"LINCS"	"BRD-K05870596"	"LIMMA_t"	"trt"	0	"Unknown"	"Experimental"	NA	0.503953625634838
"sig_836"	"Genes_UP"	0.0935875216637782	-0.354290540277584	-1.33772217788786	-72.3774714871457	"D1"	"warfarin"	"LINCS"	"BRD-A24514565"	"LIMMA_t"	"trt"	0	"vitamin K antagonist"	"Approved"	"VKORC1"	NA
"sig_7117"	"Genes_UP"	0.0377358490566038	-0.367638359204708	-1.44164421435111	-72.3772226523329	"D1"	"FK-866"	"LINCS"	"BRD-K58550667"	"LIMMA_t"	"trt"	1	"niacinamide phosphoribosyltransferase inhibitor"	"Experimental"	"NAMPT"	NA
"sig_6156"	"Genes_UP"	0.0288888888888889	0.388401581569618	1.48946127991533	72.3738164352916	"D1"	"rizatriptan"	"LINCS"	"BRD-K75699339"	"LIMMA_t"	"trt"	1	"serotonin receptor agonist"	"Approved"	"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F"	NA
"sig_7385"	"Genes_UP"	0.0100603621730382	0.454273400502491	1.71364375722871	72.3664176474984	"D1"	"HC-toxin"	"LINCS"	"BRD-A39646320"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.723406442144696
"sig_8320"	"Genes_UP"	0.0885529157667387	0.346283054146144	1.34125455142344	72.3441617695673	"D1"	"n-acetyl-l-leucine"	"LINCS"	"BRD-K05831461"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_20545"	"Genes_UP"	0.0308008213552361	0.372211494896415	1.44320109116294	72.3273378795388	"D1"	"cilastatin"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"dehydropeptidase inhibitor"	"Approved"	"DPEP1"	NA
"sig_20442"	"Genes_UP"	0.0363288718929254	0.398815278286111	1.4917609585473	72.3269037274363	"D1"	"triamcinolone"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"glucocorticoid receptor agonist"	"Approved"	"NR3C1, SERPINA6"	0.574087477680588
"sig_5931"	"Genes_UP"	0.0079155672823219	0.435673194928933	1.76296100682113	72.3079079000169	"D1"	"NF-449"	"LINCS"	"BRD-K36324071"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_2124"	"Genes_UP"	0.147227533460803	0.324605058531396	1.24240228554191	72.3030397635908	"D1"	"fluocinolone"	"LINCS"	"BRD-K94353609"	"LIMMA_t"	"trt"	0	"Unknown"	"Approved"	NA	0.628714265032751
"sig_6140"	"Genes_UP"	0.226305609284333	0.304073272050142	1.16487879071802	72.2995632931074	"D1"	"telmisartan"	"LINCS"	"BRD-K73999723"	"LIMMA_t"	"trt"	1	"angiotensin receptor antagonist"	"Approved"	"AGTR1, PPARG"	0.518090146857882
"sig_20465"	"Genes_UP"	0.0723404255319149	0.351476155759886	1.36163784400546	72.2900823119927	"D1"	"nicardipine"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"calcium channel blocker"	"Approved"	"ADORA3, ADRA1A, ADRA1B, ADRA1D, CACNA1C, CACNA1D, CACNA2D1, CACNB2, CALM1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, PDE1A, PDE1B"	0.53834920695176
"sig_2547"	"Genes_UP"	0.0736086175942549	0.347756530531518	1.33864150349189	72.1064384631982	"D1"	"picotamide"	"LINCS"	"BRD-K67277431"	"LIMMA_t"	"trt"	1	"thromboxane receptor antagonist, thromboxane synthase inhibitor"	"Approved"	"TBXA2R"	NA
"sig_3539"	"Genes_UP"	0.0235042735042735	0.393468245093223	1.55676982147326	72.0374684298299	"D1"	"lisuride"	"LINCS"	"BRD-K88871508"	"LIMMA_t"	"trt"	1	"dopamine receptor agonist"	"Approved"	"ADRA1A, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR6"	NA
"sig_2954"	"Genes_UP"	0.0225733634311512	0.388387836974541	1.52539514018562	72.0206688230838	"D1"	"TCS-359"	"LINCS"	"BRD-K81376179"	"LIMMA_t"	"trt"	1	"FLT3 inhibitor"	"Experimental"	"FLT3"	0.577091562017052
"sig_11213"	"Genes_UP"	0.08	0.360906239371304	1.3627895709691	72.0050900469537	"D1"	"dictamnine"	"LINCS"	"BRD-K29178788"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_1248"	"Genes_UP"	0.169257340241796	0.325813778099196	1.23151831757949	71.9972702645018	"D1"	"mead-ethanolamide"	"LINCS"	"BRD-K09764130"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_2197"	"Genes_UP"	0.0403397027600849	0.370887786562608	1.46545964875553	71.9866489622687	"D1"	"motesanib"	"LINCS"	"BRD-K99616396"	"LIMMA_t"	"trt"	1	"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"	"Experimental"	"FLT1, FLT4, KDR, KIT"	0.541285114317955
"sig_755"	"Genes_UP"	0.0089086859688196	-0.384589479393661	-1.56425722685356	-71.9751749051978	"D1"	"desoxypeganine"	"LINCS"	"BRD-K13819402"	"LIMMA_t"	"trt"	1	"acetylcholinesterase inhibitor, monoamine oxidase inhibitor"	"Experimental"	"ACHE"	NA
"sig_6830"	"Genes_UP"	0.12396694214876	-0.314989260417924	-1.24143964457483	-71.9491477430049	"D1"	"benzbromarone"	"LINCS"	"BRD-K11717138"	"LIMMA_t"	"trt"	1	"chloride channel blocker"	"Approved"	"ABCC1"	NA
"sig_1315"	"Genes_UP"	0.103792415169661	0.337767616539758	1.2925392477014	71.9306973247708	"D1"	"pregnenolone"	"LINCS"	"BRD-A35912562"	"LIMMA_t"	"trt"	0	"glutamate receptor modulator"	"Approved"	"CYP17A1, SULT2B1"	0.52666835581011
"sig_20105"	"Genes_UP"	0.0645756457564576	0.349638258063314	1.37564993836292	71.9013728778663	"D1"	"GSK-0660"	"LINCS"	"BRD-K98684188"	"LIMMA_t"	"trt"	1	"PPAR receptor antagonist"	"Experimental"	"PPARD"	0.567560351796606
"sig_2803"	"Genes_UP"	0.0242214532871972	0.397867224780596	1.52598704197781	71.8959714791623	"D1"	"noscapine"	"LINCS"	"BRD-K91301684"	"LIMMA_t"	"trt"	0	"bradykinin receptor antagonist, tubulin polymerization inhibitor"	"Approved"	"SIGMAR1"	NA
"sig_15576"	"Genes_UP"	0.0574468085106383	0.350703361006674	1.36426467937684	71.8574026102407	"D1"	"sphingosine"	"LINCS"	"BRD-K62959606"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.594303610313548
"sig_7127"	"Genes_UP"	0.0099601593625498	0.426034787070561	1.60182897898578	71.7867364856982	"D1"	"SB-225002"	"LINCS"	"BRD-K61323504"	"LIMMA_t"	"trt"	1	"CC chemokine receptor antagonist"	"Experimental"	"CXCR2"	0.577293163860953
"sig_3327"	"Genes_UP"	0.0481481481481481	0.363317392768215	1.43105698160744	71.7814111593075	"D1"	"OBAA"	"LINCS"	"BRD-K48029790"	"LIMMA_t"	"trt"	0	"Unknown"	"Experimental"	NA	0.638335350981713
"sig_3399"	"Genes_UP"	0.0745967741935484	-0.348890242108724	-1.38765256824306	-71.7473841990748	"D1"	"L-689560"	"LINCS"	"BRD-K74284736"	"LIMMA_t"	"trt"	0	"glutamate receptor antagonist"	"Experimental"	"GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D"	NA
"sig_440"	"Genes_UP"	0.100227790432802	0.324569342637692	1.29255998445541	71.7123863299776	"D1"	"flavanone"	"LINCS"	"BRD-A07824748"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_16283"	"Genes_UP"	0.118012422360248	-0.324143608511113	-1.25020506791788	-71.5852382781781	"D1"	"aceclofenac"	"LINCS"	"BRD-K68538666"	"LIMMA_t"	"trt"	1	"prostanoid receptor antagonist"	"Approved"	"PTGS2"	NA
"sig_4425"	"Genes_UP"	0.183055975794251	0.320637711395761	1.20252235822764	71.5481065247828	"D1"	"ampicillin"	"LINCS"	"BRD-A16754160"	"LIMMA_t"	"trt"	0	"bacterial cell wall synthesis inhibitor"	"Approved"	NA	NA
"sig_6998"	"Genes_UP"	0.0645161290322581	0.358409656025946	1.38649518773383	71.5470452807435	"D1"	"doxepin"	"LINCS"	"BRD-K36616567"	"LIMMA_t"	"trt"	0	"histamine receptor antagonist"	"Approved"	"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HRH2, HRH4, HTR1A, HTR2A, HTR2B, HTR2C, HTR6, KCNH2, SLC6A2, SLC6A4"	0.529147458338971
"sig_19384"	"Genes_UP"	0.121475054229935	0.328494655991569	1.28472372901615	71.5111189245802	"D1"	"mefenamic-acid"	"LINCS"	"BRD-K92778217"	"LIMMA_t"	"trt"	1	"cyclooxygenase inhibitor"	"Approved"	"KCNQ1, PTGS1, PTGS2, TRPM3"	0.55288898225979
"sig_3476"	"Genes_UP"	0.10625	-0.328242559447818	-1.30722002698045	-71.3795983892967	"D1"	"1,2-dichlorobenzene"	"LINCS"	"BRD-K74430258"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_2099"	"Genes_UP"	0.117136659436009	-0.321993368671978	-1.26512104889259	-71.3774528410527	"D1"	"diarylsulfonesulfonamide"	"LINCS"	"BRD-K20697946"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_12890"	"Genes_UP"	0.0350877192982456	0.368308044221956	1.42784104602004	71.3523416523297	"D1"	"docetaxel"	"LINCS"	"BRD-K42125900"	"LIMMA_t"	"trt"	0	"tubulin polymerization inhibitor"	"Approved"	"BCL2, MAP2, MAP4, MAPT, NR1I2, TUBB, TUBB1"	0.558664554004431
"sig_2437"	"Genes_UP"	0.0376984126984127	0.374313719044148	1.4498115227901	71.3277841083421	"D1"	"cabergoline"	"LINCS"	"BRD-A63043573"	"LIMMA_t"	"trt"	0	"dopamine receptor agonist"	"Approved"	"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR7"	NA
"sig_6147"	"Genes_UP"	0.106666666666667	0.324454116662832	1.27453188549077	71.2657643497171	"D1"	"morantel"	"LINCS"	"BRD-K74820615"	"LIMMA_t"	"trt"	1	"acetylcholine receptor agonist"	"Approved"	NA	NA
"sig_8638"	"Genes_UP"	0.264705882352941	-0.295870652934128	-1.12759569846988	-71.2504664523318	"D1"	"griseofulvin"	"LINCS"	"BRD-K08273968"	"LIMMA_t"	"trt"	1	"tubulin polymerization inhibitor"	"Approved"	"KRT12"	NA
"sig_19381"	"Genes_UP"	0.0104384133611691	0.421392471598533	1.65711997487955	71.2499599386526	"D1"	"riboflavin"	"LINCS"	"BRD-K92760278"	"LIMMA_t"	"trt"	1	"vitamin B2"	"Approved"	"BLVRB, RFK"	NA
"sig_818"	"Genes_UP"	0.0822222222222222	-0.339752440968915	-1.33300714822301	-71.2269338045623	"D1"	"larixinic-acid"	"LINCS"	"BRD-K40619305"	"LIMMA_t"	"trt"	1	"Unknown"	"Approved"	NA	NA
"sig_111"	"Genes_UP"	0.0705244122965642	-0.350646489785798	-1.354447245433	-71.1240479643691	"D1"	"trichlormethiazide"	"LINCS"	"BRD-A28940325"	"LIMMA_t"	"trt"	1	"chloride channel blocker"	"Approved"	"ATP1A1, CA1, CA2, CA4, SLC12A1, SLC12A3"	NA
"sig_2160"	"Genes_UP"	0.117469879518072	0.341177720244653	1.28711965796677	71.053097215246	"D1"	"ITSA-1"	"LINCS"	"BRD-K17476933"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_7011"	"Genes_UP"	0.123188405797101	0.328848904199208	1.27325472896365	71.0119409334562	"D1"	"dexamethasone"	"LINCS"	"BRD-K38775274"	"LIMMA_t"	"trt"	0	"glucocorticoid receptor agonist"	"Approved"	"ANXA1, NOS2, NR0B1, NR3C1, NR3C2"	0.581831965600678
"sig_1285"	"Genes_UP"	0.0180412371134021	0.406189753176244	1.59593892455211	70.9612531094129	"D1"	"dihydroobliquin"	"LINCS"	"BRD-A11483079"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_2458"	"Genes_UP"	0.146428571428571	0.322729392144393	1.25261363931702	70.943446390483	"D1"	"DAPT-GSI-IX"	"LINCS"	"BRD-A68929948"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.556535721975929
"sig_20425"	"Genes_UP"	0.0696798493408663	-0.364417758255918	-1.36309610993426	-70.9332379078133	"D1"	"tetracycline"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"bacterial 30S ribosomal subunit inhibitor"	"Approved"	"PRNP"	NA
"sig_8648"	"Genes_UP"	0.137152777777778	0.334600789944317	1.27474477314294	70.9319747706027	"D1"	"BG-1003"	"LINCS"	"BRD-K08372451"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.708561381123515
"sig_20533"	"Genes_UP"	0.0446808510638298	0.347153831989433	1.39823219997213	70.8615272104595	"D1"	"rutin"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"antioxidant, capillary stabilizing agent, nitric oxide scavenger"	"Approved"	"AKR1C3"	NA
"sig_1174"	"Genes_UP"	0.149012567324955	-0.325210137775448	-1.23849435362394	-70.8047222861886	"D1"	"fraxidin"	"LINCS"	"BRD-K66944906"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_503"	"Genes_UP"	0.092436974789916	0.336388837724328	1.32658329519626	70.7738712483133	"D1"	"orciprenaline"	"LINCS"	"BRD-M02190957"	"LIMMA_t"	"trt"	0	"Unknown"	"Approved"	NA	0.5046936930337
"sig_738"	"Genes_UP"	0.098876404494382	-0.33722282438393	-1.31945973780121	-70.752259717264	"D1"	"tetracycline"	"LINCS"	"BRD-A88208128"	"LIMMA_t"	"trt"	0	"bacterial 30S ribosomal subunit inhibitor"	"Approved"	"PRNP"	NA
"sig_530"	"Genes_UP"	0.0324427480916031	0.37332889268193	1.47905904436901	70.7508044594789	"D1"	"amiloride"	"LINCS"	"BRD-K97181089"	"LIMMA_t"	"trt"	1	"sodium channel blocker"	"Approved"	"AOC1, ASIC1, ASIC2, ASIC3, PKD2, PKD2L1, PLAU, SCNN1A, SCNN1B, SCNN1D, SCNN1G, SLC9A1, TRPC7, TRPV2"	NA
