"DB Signature Name"	"Jaccard"	"pValue"	"Input"	"FDR"
"GSE12392_WT_VS_IFNB_KO_CD8A_POS_SPLEEN_DC_UP"	"0.0112781954887218"	"0.105957463045724"	0.80617912422328	"Up signature"
"GSE12392_WT_VS_IFNB_KO_CD8A_POS_SPLEEN_DC_DN"	"0"	"1"	1	"Up signature"
"GSE16697_CD4_TCELL_VS_TFH_CD4_TCELL_UP"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE16697_CD4_TCELL_VS_TFH_CD4_TCELL_DN"	"0.0111524163568773"	"0.109585042244783"	0.80617912422328	"Up signature"
"GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_2H_UP"	"0"	"1"	1	"Up signature"
"GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_2H_DN"	"0.0154440154440154"	"0.0246962140957256"	0.567271493517391	"Up signature"
"GSE15735_2H_VS_12H_HDAC_INHIBITOR_TREATED_CD4_TCELL_UP"	"0.00760456273764259"	"0.30784194382291"	0.967396318419749	"Up signature"
"GSE15735_2H_VS_12H_HDAC_INHIBITOR_TREATED_CD4_TCELL_DN"	"0.00760456273764259"	"0.30784194382291"	0.967396318419749	"Up signature"
"GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_12H_UP"	"0"	"1"	1	"Up signature"
"GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_12H_DN"	"0.00754716981132075"	"0.312121206512873"	0.967396318419749	"Up signature"
"GSE17812_WT_VS_THPOK_KO_MEMORY_CD8_TCELL_UP"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE17812_WT_VS_THPOK_KO_MEMORY_CD8_TCELL_DN"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_UP"	"0.00826446280991736"	"0.262725233189411"	0.967396318419749	"Up signature"
"GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_DN"	"0"	"1"	1	"Up signature"
"GSE17186_MEMORY_VS_NAIVE_BCELL_UP"	"0"	"1"	1	"Up signature"
"GSE17186_MEMORY_VS_NAIVE_BCELL_DN"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_UP"	"0"	"1"	1	"Up signature"
"GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_DN"	"0"	"1"	1	"Up signature"
"GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_CORD_BLOOD_UP"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_CORD_BLOOD_DN"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE17186_MEMORY_VS_CD21LOW_TRANSITIONAL_BCELL_UP"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE17186_MEMORY_VS_CD21LOW_TRANSITIONAL_BCELL_DN"	"0"	"1"	1	"Up signature"
"GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_UP"	"0"	"1"	1	"Up signature"
"GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_DN"	"0"	"1"	1	"Up signature"
"GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_UP"	"0"	"1"	1	"Up signature"
"GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_DN"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE17186_BLOOD_VS_CORD_BLOOD_NAIVE_BCELL_UP"	"0.00743494423791822"	"0.320664031420773"	0.967396318419749	"Up signature"
"GSE17186_BLOOD_VS_CORD_BLOOD_NAIVE_BCELL_DN"	"0"	"1"	1	"Up signature"
"GSE17186_BLOOD_VS_CORD_BLOOD_CD21LOW_TRANSITIONAL_BCELL_UP"	"0.00740740740740741"	"0.322796142422551"	0.967396318419749	"Up signature"
"GSE17186_BLOOD_VS_CORD_BLOOD_CD21LOW_TRANSITIONAL_BCELL_DN"	"0.0149253731343284"	"0.0286121459997118"	0.567271493517391	"Up signature"
"GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_UP"	"0.0037037037037037"	"0.688077807572184"	1	"Up signature"
"GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_DN"	"0"	"1"	1	"Up signature"
"GSE17186_MEMORY_VS_CD21HIGH_TRANSITIONAL_BCELL_UP"	"0.00374531835205993"	"0.682506517092163"	1	"Up signature"
"GSE17186_MEMORY_VS_CD21HIGH_TRANSITIONAL_BCELL_DN"	"0.00374531835205993"	"0.682506517092163"	1	"Up signature"
"GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_UP"	"0.0037593984962406"	"0.680627703023835"	1	"Up signature"
"GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_DN"	"0"	"1"	1	"Up signature"
"GSE18203_CTRL_VS_INTRATUMORAL_CPG_INJ_MC38_TUMOR_UP"	"0"	"1"	1	"Up signature"
"GSE18203_CTRL_VS_INTRATUMORAL_CPG_INJ_MC38_TUMOR_DN"	"0"	"1"	1	"Up signature"
"GSE16266_LPS_VS_HEATSHOCK_AND_LPS_STIM_MEF_UP"	"0"	"1"	1	"Up signature"
"GSE16266_LPS_VS_HEATSHOCK_AND_LPS_STIM_MEF_DN"	"0.00374531835205993"	"0.682506517092163"	1	"Up signature"
"GSE16266_CTRL_VS_HEATSHOCK_AND_LPS_STIM_MEF_UP"	"0"	"1"	1	"Up signature"
"GSE16266_CTRL_VS_HEATSHOCK_AND_LPS_STIM_MEF_DN"	"0"	"1"	1	"Up signature"
"GSE16266_CTRL_VS_LPS_STIM_MEF_UP"	"0"	"1"	1	"Up signature"
"GSE16266_CTRL_VS_LPS_STIM_MEF_DN"	"0.00371747211895911"	"0.686231507189514"	1	"Up signature"
"GSE19198_CTRL_VS_IL21_TREATED_TCELL_6H_UP"	"0.00757575757575758"	"0.309982182181209"	0.967396318419749	"Up signature"
"GSE19198_CTRL_VS_IL21_TREATED_TCELL_6H_DN"	"0.00757575757575758"	"0.309982182181209"	0.967396318419749	"Up signature"
"GSE19198_1H_VS_6H_IL21_TREATED_TCELL_UP"	"0"	"1"	1	"Up signature"
"GSE19198_1H_VS_6H_IL21_TREATED_TCELL_DN"	"0.0150375939849624"	"0.0277117699603582"	0.567271493517391	"Up signature"
"GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_UP"	"0"	"1"	1	"Up signature"
"GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_DN"	"0.004"	"0.649031986676717"	1	"Up signature"
"GSE19198_6H_VS_24H_IL21_TREATED_TCELL_UP"	"0.00740740740740741"	"0.322796142422551"	0.967396318419749	"Up signature"
"GSE19198_6H_VS_24H_IL21_TREATED_TCELL_DN"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE19198_CTRL_VS_IL21_TREATED_TCELL_24H_UP"	"0.0264150943396226"	"0.000152597387258793"	0.0511487367418067	"Up signature"
"GSE19198_CTRL_VS_IL21_TREATED_TCELL_24H_DN"	"0"	"1"	1	"Up signature"
"GSE19198_1H_VS_24H_IL21_TREATED_TCELL_UP"	"0"	"1"	1	"Up signature"
"GSE19198_1H_VS_24H_IL21_TREATED_TCELL_DN"	"0"	"1"	1	"Up signature"
"GSE18281_SUBCAPSULAR_VS_PERIMEDULLARY_CORTICAL_REGION_OF_THYMUS_UP"	"0.0112781954887218"	"0.105957463045724"	0.80617912422328	"Up signature"
"GSE18281_SUBCAPSULAR_VS_PERIMEDULLARY_CORTICAL_REGION_OF_THYMUS_DN"	"0.00373134328358209"	"0.684374431029846"	1	"Up signature"
"GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP"	"0.0037037037037037"	"0.688077807572184"	1	"Up signature"
"GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_DN"	"0.0111524163568773"	"0.109585042244783"	0.80617912422328	"Up signature"
"GSE18281_CORTEX_VS_MEDULLA_THYMUS_UP"	"0.00371747211895911"	"0.686231507189514"	1	"Up signature"
"GSE18281_CORTEX_VS_MEDULLA_THYMUS_DN"	"0"	"1"	1	"Up signature"
"GSE18281_SUBCAPSULAR_VS_CENTRAL_CORTICAL_REGION_OF_THYMUS_UP"	"0.00377358490566038"	"0.67873792611865"	1	"Up signature"
"GSE18281_SUBCAPSULAR_VS_CENTRAL_CORTICAL_REGION_OF_THYMUS_DN"	"0.0113636363636364"	"0.103566334175706"	0.80617912422328	"Up signature"
"GSE18281_MEDULLARY_THYMOCYTE_VS_WHOLE_MEDULLA_THYMUS_UP"	"0.0112781954887218"	"0.105957463045724"	0.80617912422328	"Up signature"
"GSE18281_MEDULLARY_THYMOCYTE_VS_WHOLE_MEDULLA_THYMUS_DN"	"0.00373134328358209"	"0.684374431029846"	1	"Up signature"
"GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_UP"	"0.00371747211895911"	"0.686231507189514"	1	"Up signature"
"GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_DN"	"0"	"1"	1	"Up signature"
"GSE18281_CORTICAL_VS_MEDULLARY_THYMOCYTE_UP"	"0.00743494423791822"	"0.320664031420773"	0.967396318419749	"Up signature"
"GSE18281_CORTICAL_VS_MEDULLARY_THYMOCYTE_DN"	"0.0037037037037037"	"0.688077807572184"	1	"Up signature"
"GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_UP"	"0.0037037037037037"	"0.688077807572184"	1	"Up signature"
"GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_DN"	"0"	"1"	1	"Up signature"
"GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_UP"	"0"	"1"	1	"Up signature"
"GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_DN"	"0.00371747211895911"	"0.686231507189514"	1	"Up signature"
"GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_UP"	"0.00746268656716418"	"0.318530427575349"	0.967396318419749	"Up signature"
"GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_DN"	"0.00374531835205993"	"0.682506517092163"	1	"Up signature"
"GSE19374_UNINF_VS_LISTERIA_INFECTED_MACROPHAGE_UP"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE19374_UNINF_VS_LISTERIA_INFECTED_MACROPHAGE_DN"	"0.00740740740740741"	"0.322796142422551"	0.967396318419749	"Up signature"
"GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_UP"	"0"	"1"	1	"Up signature"
"GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_DN"	"0"	"1"	1	"Up signature"
"GSE19923_HEB_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_UP"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE19923_HEB_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN"	"0.0111524163568773"	"0.109585042244783"	0.80617912422328	"Up signature"
"GSE19923_WT_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_UP"	"0.00373134328358209"	"0.684374431029846"	1	"Up signature"
"GSE19923_WT_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN"	"0.00749063670411985"	"0.316395385306297"	0.967396318419749	"Up signature"
"GSE19923_E2A_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_UP"	"0.0111940298507463"	"0.108370448801107"	0.80617912422328	"Up signature"
"GSE19923_E2A_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN"	"0.00743494423791822"	"0.320664031420773"	0.967396318419749	"Up signature"
"GSE19923_E2A_KO_VS_E2A_AND_HEB_KO_DP_THYMOCYTE_UP"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE19923_E2A_KO_VS_E2A_AND_HEB_KO_DP_THYMOCYTE_DN"	"0.00740740740740741"	"0.322796142422551"	0.967396318419749	"Up signature"
"GSE19923_WT_VS_HEB_KO_DP_THYMOCYTE_UP"	"0"	"1"	1	"Up signature"
"GSE19923_WT_VS_HEB_KO_DP_THYMOCYTE_DN"	"0.00740740740740741"	"0.322796142422551"	0.967396318419749	"Up signature"
"GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_UP"	"0.0075187969924812"	"0.314258959699595"	0.967396318419749	"Up signature"
"GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_DN"	"0.0037593984962406"	"0.680627703023835"	1	"Up signature"
"GSE19772_HCMV_INFL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_UP"	"0"	"1"	1	"Up signature"
"GSE19772_HCMV_INFL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_DN"	"0.00743494423791822"	"0.320664031420773"	0.967396318419749	"Up signature"
"GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_UP"	"0"	"1"	1	"Up signature"
"GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_DN"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE18893_TCONV_VS_TREG_24H_CULTURE_UP"	"0"	"1"	1	"Up signature"
"GSE18893_TCONV_VS_TREG_24H_CULTURE_DN"	"0"	"1"	1	"Up signature"
"GSE18893_CTRL_VS_TNF_TREATED_TREG_2H_UP"	"0.00743494423791822"	"0.320664031420773"	0.967396318419749	"Up signature"
"GSE18893_CTRL_VS_TNF_TREATED_TREG_2H_DN"	"0"	"1"	1	"Up signature"
"GSE18893_CTRL_VS_TNF_TREATED_TCONV_2H_UP"	"0"	"1"	1	"Up signature"
"GSE18893_CTRL_VS_TNF_TREATED_TCONV_2H_DN"	"0"	"1"	1	"Up signature"
"GSE18893_TCONV_VS_TREG_2H_TNF_STIM_UP"	"0.00749063670411985"	"0.316395385306297"	0.967396318419749	"Up signature"
"GSE18893_TCONV_VS_TREG_2H_TNF_STIM_DN"	"0.00371747211895911"	"0.686231507189514"	1	"Up signature"
"GSE18893_CTRL_VS_TNF_TREATED_TREG_24H_UP"	"0.00378787878787879"	"0.676837123314848"	1	"Up signature"
"GSE18893_CTRL_VS_TNF_TREATED_TREG_24H_DN"	"0"	"1"	1	"Up signature"
"GSE18893_TCONV_VS_TREG_2H_CULTURE_UP"	"0.00743494423791822"	"0.320664031420773"	0.967396318419749	"Up signature"
"GSE18893_TCONV_VS_TREG_2H_CULTURE_DN"	"0.0111940298507463"	"0.108370448801107"	0.80617912422328	"Up signature"
"GSE18893_CTRL_VS_TNF_TREATED_TCONV_24H_UP"	"0"	"1"	1	"Up signature"
"GSE18893_CTRL_VS_TNF_TREATED_TCONV_24H_DN"	"0.00740740740740741"	"0.322796142422551"	0.967396318419749	"Up signature"
"GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP"	"0"	"1"	1	"Up signature"
"GSE18893_TCONV_VS_TREG_24H_TNF_STIM_DN"	"0.00373134328358209"	"0.684374431029846"	1	"Up signature"
"GSE19888_CTRL_VS_A3R_INHIBITOR_TREATED_MAST_CELL_UP"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE19888_CTRL_VS_A3R_INHIBITOR_TREATED_MAST_CELL_DN"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_A3R_INH_AND_TCELL_MEMBRANES_ACT_MAST_CELL_UP"	"0.0037037037037037"	"0.688077807572184"	1	"Up signature"
"GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_A3R_INH_AND_TCELL_MEMBRANES_ACT_MAST_CELL_DN"	"0.00743494423791822"	"0.320664031420773"	0.967396318419749	"Up signature"
"GSE19888_ADENOSINE_A3R_ACT_VS_A3R_ACT_WITH_A3R_INH_PRETREATMENT_IN_MAST_CELL_UP"	"0"	"1"	1	"Up signature"
"GSE19888_ADENOSINE_A3R_ACT_VS_A3R_ACT_WITH_A3R_INH_PRETREATMENT_IN_MAST_CELL_DN"	"0.00371747211895911"	"0.686231507189514"	1	"Up signature"
"GSE19888_ADENOSINE_A3R_ACT_VS_TCELL_MEMBRANES_ACT_AND_A3R_INH_PRETREAT_IN_MAST_CELL_UP"	"0"	"1"	1	"Up signature"
"GSE19888_ADENOSINE_A3R_ACT_VS_TCELL_MEMBRANES_ACT_AND_A3R_INH_PRETREAT_IN_MAST_CELL_DN"	"0.00371747211895911"	"0.686231507189514"	1	"Up signature"
"GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_TCELL_MEMBRANES_ACT_MAST_CELL_UP"	"0.00740740740740741"	"0.322796142422551"	0.967396318419749	"Up signature"
"GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_TCELL_MEMBRANES_ACT_MAST_CELL_DN"	"0"	"1"	1	"Up signature"
"GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_UP"	"0.00371747211895911"	"0.686231507189514"	1	"Up signature"
"GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_DN"	"0.00746268656716418"	"0.318530427575349"	0.967396318419749	"Up signature"
"GSE19888_ADENOSINE_A3R_INH_VS_TCELL_MEMBRANES_ACT_MAST_CELL_UP"	"0.0149812734082397"	"0.0281597933042246"	0.567271493517391	"Up signature"
"GSE19888_ADENOSINE_A3R_INH_VS_TCELL_MEMBRANES_ACT_MAST_CELL_DN"	"0"	"1"	1	"Up signature"
"GSE19888_CTRL_VS_A3R_ACTIVATION_MAST_CELL_UP"	"0"	"1"	1	"Up signature"
"GSE19888_CTRL_VS_A3R_ACTIVATION_MAST_CELL_DN"	"0"	"1"	1	"Up signature"
"GSE19888_CTRL_VS_A3R_ACT_TREATED_MAST_CELL_PRETREATED_WITH_A3R_INH_UP"	"0"	"1"	1	"Up signature"
"GSE19888_CTRL_VS_A3R_ACT_TREATED_MAST_CELL_PRETREATED_WITH_A3R_INH_DN"	"0.00743494423791822"	"0.320664031420773"	0.967396318419749	"Up signature"
"GSE19888_ADENOSINE_A3R_ACT_VS_TCELL_MEMBRANES_ACT_IN_MAST_CELL_UP"	"0.0037037037037037"	"0.688077807572184"	1	"Up signature"
"GSE19888_ADENOSINE_A3R_ACT_VS_TCELL_MEMBRANES_ACT_IN_MAST_CELL_DN"	"0"	"1"	1	"Up signature"
"GSE19888_CTRL_VS_TCELL_MEMBRANES_ACT_MAST_CELL_PRETREAT_A3R_INH_UP"	"0.00740740740740741"	"0.322796142422551"	0.967396318419749	"Up signature"
"GSE19888_CTRL_VS_TCELL_MEMBRANES_ACT_MAST_CELL_PRETREAT_A3R_INH_DN"	"0.00740740740740741"	"0.322796142422551"	0.967396318419749	"Up signature"
"GSE19888_ADENOSINE_A3R_INH_VS_ACT_IN_MAST_CELL_UP"	"0"	"1"	1	"Up signature"
"GSE19888_ADENOSINE_A3R_INH_VS_ACT_IN_MAST_CELL_DN"	"0"	"1"	1	"Up signature"
"GSE19888_ADENOSINE_A3R_INH_VS_INH_PRETREAT_AND_ACT_WITH_TCELL_MEMBRANES_MAST_CELL_UP"	"0"	"1"	1	"Up signature"
"GSE19888_ADENOSINE_A3R_INH_VS_INH_PRETREAT_AND_ACT_WITH_TCELL_MEMBRANES_MAST_CELL_DN"	"0"	"1"	1	"Up signature"
"GSE19888_CTRL_VS_T_CELL_MEMBRANES_ACT_MAST_CELL_UP"	"0.00749063670411985"	"0.316395385306297"	0.967396318419749	"Up signature"
"GSE19888_CTRL_VS_T_CELL_MEMBRANES_ACT_MAST_CELL_DN"	"0.00374531835205993"	"0.682506517092163"	1	"Up signature"
"GSE19888_NO_PRETREAT_VS_ADENOSINE_A3R_INHIBITOR_PRETREATED_MAST_CELL_TCELL_MEMBRANES_ACT_UP"	"0.00373134328358209"	"0.684374431029846"	1	"Up signature"
"GSE19888_NO_PRETREAT_VS_ADENOSINE_A3R_INHIBITOR_PRETREATED_MAST_CELL_TCELL_MEMBRANES_ACT_DN"	"0"	"1"	1	"Up signature"
"GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_UP"	"0"	"1"	1	"Up signature"
"GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_DN"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE20198_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_UP"	"0.00740740740740741"	"0.322796142422551"	0.967396318419749	"Up signature"
"GSE20198_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_DN"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE20198_UNTREATED_VS_IFNA_TREATED_ACT_CD4_TCELL_UP"	"0.00754716981132075"	"0.312121206512873"	0.967396318419749	"Up signature"
"GSE20198_UNTREATED_VS_IFNA_TREATED_ACT_CD4_TCELL_DN"	"0.0037593984962406"	"0.680627703023835"	1	"Up signature"
"GSE20198_IL12_VS_IFNA_TREATED_ACT_CD4_TCELL_UP"	"0.0075187969924812"	"0.314258959699595"	0.967396318419749	"Up signature"
"GSE20198_IL12_VS_IFNA_TREATED_ACT_CD4_TCELL_DN"	"0"	"1"	1	"Up signature"
"GSE20198_IL12_IL18_VS_IFNA_TREATED_ACT_CD4_TCELL_UP"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE20198_IL12_IL18_VS_IFNA_TREATED_ACT_CD4_TCELL_DN"	"0"	"1"	1	"Up signature"
"GSE20198_UNTREATED_VS_IL12_IL18_TREATED_ACT_CD4_TCELL_UP"	"0"	"1"	1	"Up signature"
"GSE20198_UNTREATED_VS_IL12_IL18_TREATED_ACT_CD4_TCELL_DN"	"0.00377358490566038"	"0.67873792611865"	1	"Up signature"
"GSE20198_IL12_VS_IL12_IL18_TREATED_ACT_CD4_TCELL_UP"	"0.0037593984962406"	"0.680627703023835"	1	"Up signature"
"GSE20198_IL12_VS_IL12_IL18_TREATED_ACT_CD4_TCELL_DN"	"0.00760456273764259"	"0.30784194382291"	0.967396318419749	"Up signature"
"GSE20484_MCSG_VS_CXCL4_MONOCYTE_DERIVED_MACROPHAGE_UP"	"0.00743494423791822"	"0.320664031420773"	0.967396318419749	"Up signature"
"GSE20484_MCSG_VS_CXCL4_MONOCYTE_DERIVED_MACROPHAGE_DN"	"0.00740740740740741"	"0.322796142422551"	0.967396318419749	"Up signature"
"GSE17322_CD103_POS_VS_CD11B_HIGH_LUNG_DC_UP"	"0"	"1"	1	"Up signature"
"GSE17322_CD103_POS_VS_CD11B_HIGH_LUNG_DC_DN"	"0"	"1"	1	"Up signature"
"GSE21678_WT_VS_FOXO1_FOXO3_KO_TREG_UP"	"0"	"1"	1	"Up signature"
"GSE21678_WT_VS_FOXO1_FOXO3_KO_TREG_DN"	"0"	"1"	1	"Up signature"
"GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_UP"	"0"	"1"	1	"Up signature"
"GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN"	"0"	"1"	1	"Up signature"
"GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_UP"	"0"	"1"	1	"Up signature"
"GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_DN"	"0"	"1"	1	"Up signature"
"GSE16450_CTRL_VS_IFNA_12H_STIM_MATURE_NEURON_CELL_LINE_UP"	"0.0037037037037037"	"0.688077807572184"	1	"Up signature"
"GSE16450_CTRL_VS_IFNA_12H_STIM_MATURE_NEURON_CELL_LINE_DN"	"0.0037037037037037"	"0.688077807572184"	1	"Up signature"
"GSE16451_IMMATURE_VS_MATURE_NEURON_CELL_LINE_WEST_EQUINE_ENC_VIRUS_UP"	"0.0544747081712062"	"6.05330377972788e-12"	2.16425787804537e-08	"Up signature"
"GSE16451_IMMATURE_VS_MATURE_NEURON_CELL_LINE_WEST_EQUINE_ENC_VIRUS_DN"	"0.0037037037037037"	"0.688077807572184"	1	"Up signature"
"GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_6H_IFNA_STIM_UP"	"0.0509803921568627"	"7.81982750172946e-11"	1.26827378042669e-07	"Up signature"
"GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_6H_IFNA_STIM_DN"	"0.0229007633587786"	"0.000936068938796984"	0.157013545925206	"Up signature"
"GSE16450_CTRL_VS_IFNA_6H_STIM_IMMATURE_NEURON_CELL_LINE_UP"	"0.00754716981132075"	"0.312121206512873"	0.967396318419749	"Up signature"
"GSE16450_CTRL_VS_IFNA_6H_STIM_IMMATURE_NEURON_CELL_LINE_DN"	"0"	"1"	1	"Up signature"
"GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_UP"	"0.0112359550561798"	"0.107161242939345"	0.80617912422328	"Up signature"
"GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_DN"	"0.00746268656716418"	"0.318530427575349"	0.967396318419749	"Up signature"
"GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_MATURE_NEURON_CELL_LINE_UP"	"0.00373134328358209"	"0.684374431029846"	1	"Up signature"
"GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_MATURE_NEURON_CELL_LINE_DN"	"0.0112781954887218"	"0.105957463045724"	0.80617912422328	"Up signature"
"GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_IMMATURE_NEURON_CELL_LINE_UP"	"0.00374531835205993"	"0.682506517092163"	1	"Up signature"
"GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_IMMATURE_NEURON_CELL_LINE_DN"	"0.0268199233716475"	"0.000134627225010393"	0.0511487367418067	"Up signature"
"GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_UP"	"0.05078125"	"8.33503994813185e-11"	1.26827378042669e-07	"Up signature"
"GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_DN"	"0.00749063670411985"	"0.316395385306297"	0.967396318419749	"Up signature"
"GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_STAT3_KO_CD4_TCELL_UP"	"0.0225563909774436"	"0.00103934008583718"	0.157013545925206	"Up signature"
"GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_STAT3_KO_CD4_TCELL_DN"	"0"	"1"	1	"Up signature"
"GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_UP"	"0"	"1"	1	"Up signature"
"GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_DN"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE21670_TGFB_VS_IL6_TREATED_CD4_TCELL_UP"	"0"	"1"	1	"Up signature"
"GSE21670_TGFB_VS_IL6_TREATED_CD4_TCELL_DN"	"0.0037037037037037"	"0.688077807572184"	1	"Up signature"
"GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_TREATED_UP"	"0.00387596899224806"	"0.665197185859763"	1	"Up signature"
